ILMID	Multimap	SNPatCpGorExtensionBase	Liftover_fail
cg05193282	1	NA	NA
cg05194300	NA	1	NA
cg05194509	NA	1	NA
cg05194689	1	NA	NA
cg05195085	1	NA	NA
cg05195318	NA	1	NA
cg05195452	NA	1	NA
cg05195700	NA	1	NA
cg05196355	1	NA	NA
cg05198938	1	NA	NA
cg05200707	1	NA	NA
cg05201317	1	1	NA
cg05201677	1	NA	NA
cg05202574	NA	1	NA
cg05203671	1	NA	NA
cg05203949	1	NA	NA
cg05204104	NA	1	NA
cg05204540	1	NA	NA
cg05204898	NA	1	NA
cg05205601	1	NA	NA
cg05207077	1	NA	NA
cg05207255	1	NA	NA
cg05207973	1	NA	NA
cg05208416	1	NA	NA
cg05208483	1	NA	NA
cg05208607	NA	1	NA
cg05209192	1	NA	NA
cg05209306	NA	1	NA
cg05210213	1	1	NA
cg05211356	NA	1	NA
cg05211558	1	NA	NA
cg05211836	NA	1	NA
cg05211996	1	NA	NA
cg05212465	1	NA	NA
cg05213048	1	NA	NA
cg05213267	1	NA	NA
cg05214676	NA	1	NA
cg05215830	NA	1	NA
cg05215966	1	NA	NA
cg05217927	1	NA	NA
cg05218205	NA	1	NA
cg05218514	1	NA	NA
cg05219421	NA	1	NA
cg05219517	NA	1	NA
cg05219829	NA	1	NA
cg05220713	1	NA	NA
cg05221349	1	NA	NA
cg05221654	1	NA	NA
cg05222072	1	1	NA
cg05222119	1	NA	NA
cg05222807	1	NA	NA
cg05223100	NA	1	NA
cg05224329	1	NA	NA
cg05224984	NA	1	NA
cg05225065	1	1	NA
cg05225196	1	NA	NA
cg05225909	NA	1	NA
cg05226283	NA	1	NA
cg05227111	1	NA	NA
cg05227621	NA	1	NA
cg05227989	1	NA	NA
cg05228110	NA	1	NA
cg05229275	1	NA	NA
cg05230009	1	NA	NA
cg05230054	NA	1	NA
cg05230906	1	NA	NA
cg05231478	1	NA	NA
cg05232133	NA	1	NA
cg05232596	1	NA	NA
cg05232914	1	NA	NA
cg05233550	NA	1	NA
cg05235047	1	NA	NA
cg05235084	1	NA	NA
cg05236451	NA	1	NA
cg05236530	1	NA	NA
cg05236621	1	NA	NA
cg05237260	1	NA	NA
cg05237503	NA	1	NA
cg05240537	1	NA	NA
cg05240970	1	NA	NA
cg05241143	1	NA	NA
cg05241157	1	NA	NA
cg05241308	1	NA	NA
cg05241619	1	NA	NA
cg05242523	NA	1	NA
cg05244234	NA	1	NA
cg05244324	1	NA	NA
cg05244737	1	NA	NA
cg05245650	NA	1	NA
cg05247305	NA	1	NA
cg05247661	NA	1	NA
cg05247780	1	NA	NA
cg05248067	1	NA	NA
cg05248234	NA	1	NA
cg05248470	1	1	NA
cg05249084	1	NA	NA
cg05249155	NA	1	NA
cg05250119	NA	1	NA
cg05250797	1	NA	NA
cg05250932	NA	1	NA
cg05251479	1	NA	NA
cg05251861	1	NA	NA
cg05252143	1	NA	NA
cg05252279	1	NA	NA
cg05253283	1	NA	NA
cg05254246	1	NA	NA
cg05255537	1	NA	NA
cg05256172	1	NA	NA
cg05256967	1	NA	NA
cg05258390	NA	1	NA
cg05258757	1	NA	NA
cg05259545	1	NA	NA
cg05260077	NA	1	NA
cg05260442	NA	1	NA
cg05261549	1	NA	NA
cg05262218	1	NA	NA
cg05262755	1	NA	NA
cg05263382	1	NA	NA
cg05263479	1	NA	NA
cg05263953	1	NA	NA
cg05264214	NA	1	NA
cg05264472	1	NA	NA
cg05264870	NA	1	NA
cg05264881	1	NA	NA
cg05265081	NA	1	NA
cg05265105	1	NA	NA
cg05266537	1	NA	NA
cg05267740	1	NA	NA
cg05268858	1	NA	NA
cg05269678	1	NA	NA
cg05269976	1	NA	NA
cg05270535	NA	1	NA
cg05270938	NA	1	NA
cg05271121	1	NA	NA
cg05271345	NA	1	NA
cg05271507	1	NA	NA
cg05273006	1	NA	NA
cg05273302	NA	1	NA
cg05274503	1	NA	NA
cg05274741	1	NA	NA
cg05274924	NA	1	NA
cg05274940	1	NA	NA
cg05274944	NA	1	NA
cg05275182	1	NA	NA
cg05275236	1	NA	NA
cg05276184	NA	1	NA
cg05276302	1	NA	NA
cg05276469	1	NA	NA
cg05276972	NA	1	NA
cg05277407	1	NA	NA
cg05277466	1	NA	NA
cg05277736	1	NA	NA
cg05278186	1	NA	NA
cg05278296	1	NA	NA
cg05279330	NA	1	NA
cg05280131	1	NA	NA
cg05280336	1	NA	NA
cg05280794	NA	1	NA
cg05281623	1	NA	NA
cg05281965	1	NA	NA
cg05282135	1	NA	NA
cg05282555	1	NA	NA
cg05282889	1	NA	NA
cg05282905	1	NA	NA
cg05283091	1	NA	NA
cg05283992	NA	1	NA
cg05285368	NA	1	NA
cg05285768	1	NA	NA
cg05286187	1	NA	NA
cg05286791	1	NA	NA
cg05287206	NA	1	NA
cg05287321	1	NA	NA
cg05287886	NA	1	NA
cg05288324	1	NA	NA
cg05288475	1	NA	NA
cg05289698	NA	1	NA
cg05289966	1	NA	NA
cg05290658	NA	1	NA
cg05290756	NA	1	NA
cg05291119	1	NA	NA
cg05291429	NA	1	NA
cg05291674	NA	1	NA
cg05291710	1	NA	NA
cg05292501	1	NA	NA
cg05292605	NA	1	NA
cg05293762	1	NA	NA
cg05293990	1	NA	NA
cg05294259	1	NA	NA
cg05296866	NA	1	NA
cg05297066	1	NA	NA
cg05298120	1	NA	NA
cg05298375	1	NA	NA
cg05299094	1	NA	NA
cg05299459	NA	1	NA
cg05300762	NA	1	NA
cg05300942	1	NA	NA
cg05301034	1	NA	NA
cg05302426	1	NA	NA
cg05302953	NA	1	NA
cg05303739	1	NA	NA
cg05304037	NA	1	NA
cg05304057	1	NA	NA
cg05304405	NA	1	NA
cg05304785	1	NA	NA
cg05305060	1	NA	NA
cg05305413	1	NA	NA
cg05305893	NA	1	NA
cg05305986	1	NA	NA
cg05307452	NA	1	NA
cg05307859	1	NA	NA
cg05308244	NA	1	NA
cg05308639	NA	1	NA
cg05308904	1	NA	NA
cg05309453	1	NA	NA
cg05310646	1	NA	NA
cg05310760	NA	1	NA
cg05311412	NA	1	NA
cg05311526	1	NA	NA
cg05313279	1	NA	NA
cg05314124	NA	1	NA
cg05314622	1	NA	NA
cg05315112	1	NA	NA
cg05315510	1	NA	NA
cg05320460	NA	1	NA
cg05320820	1	NA	NA
cg05320945	NA	1	NA
cg05321307	1	NA	NA
cg05321683	1	NA	NA
cg05322870	NA	1	NA
cg05323560	1	NA	NA
cg05324519	1	NA	NA
cg05324774	1	NA	NA
cg05324989	NA	1	NA
cg05325028	1	NA	NA
cg05325061	1	NA	NA
cg05325567	1	NA	NA
cg05326826	1	NA	NA
cg05327068	1	NA	NA
cg05327789	NA	1	NA
cg05328894	NA	1	NA
cg05329576	NA	1	NA
cg05329798	NA	1	NA
cg05331252	1	NA	NA
cg05331290	NA	1	NA
cg05331763	NA	1	NA
cg05331993	1	NA	NA
cg05332489	1	NA	NA
cg05333844	NA	1	NA
cg05334414	1	NA	NA
cg05334554	1	NA	NA
cg05335344	1	NA	NA
cg05336056	NA	1	NA
cg05336149	1	NA	NA
cg05336611	1	NA	NA
cg05337681	NA	1	NA
cg05337998	1	NA	NA
cg05338125	1	NA	NA
cg05338672	1	1	NA
cg05338731	NA	1	NA
cg05339574	1	NA	NA
cg05340577	1	NA	NA
cg05340744	NA	1	NA
cg05340866	NA	1	NA
cg05341539	NA	1	NA
cg05342816	NA	1	NA
cg05345152	NA	1	NA
cg05346491	NA	1	NA
cg05346947	NA	1	NA
cg05347872	1	NA	NA
cg05347948	1	NA	NA
cg05349828	1	NA	NA
cg05351267	1	NA	NA
cg05352972	NA	1	NA
cg05353133	1	NA	NA
cg05353454	1	NA	NA
cg05354594	1	NA	NA
cg05355055	1	1	NA
cg05355103	1	NA	NA
cg05356755	NA	1	NA
cg05357107	1	NA	NA
cg05357338	1	NA	NA
cg05357674	1	NA	NA
cg05359249	NA	1	NA
cg05359345	1	NA	NA
cg05360160	1	NA	NA
cg05360847	1	NA	NA
cg05362011	1	NA	NA
cg05362835	1	1	NA
cg05362892	1	NA	NA
cg05363065	1	NA	NA
cg05363616	NA	1	NA
cg05364058	1	NA	NA
cg05364761	1	NA	NA
cg05364766	NA	1	NA
cg05366050	NA	1	NA
cg05367916	1	NA	NA
cg05368089	1	NA	NA
cg05368724	NA	1	NA
cg05369676	NA	1	NA
cg05369965	1	NA	NA
cg05371322	1	NA	NA
cg05371438	1	NA	NA
cg05372365	1	NA	NA
cg05372597	1	NA	NA
cg05372957	1	NA	NA
cg05373705	1	NA	NA
cg05374396	NA	1	NA
cg05375100	1	NA	NA
cg05375829	NA	1	NA
cg05376477	1	NA	NA
cg05376954	NA	1	NA
cg05376982	1	NA	NA
cg05377165	1	NA	NA
cg05377193	1	NA	NA
cg05377415	1	NA	NA
cg05377515	1	NA	NA
cg05378695	1	NA	NA
cg05379002	1	NA	NA
cg05381960	1	NA	NA
cg05384646	NA	1	NA
cg05384917	1	NA	NA
cg05385128	1	NA	NA
cg05385718	NA	1	NA
cg05385777	1	NA	NA
cg05385879	NA	1	NA
cg05385882	NA	1	NA
cg05385973	1	NA	NA
cg05388057	1	NA	NA
cg05389034	1	NA	NA
cg05389038	NA	1	NA
cg05389247	1	NA	NA
cg05389555	NA	1	NA
cg05390075	1	NA	NA
cg05391255	NA	1	NA
cg05392008	1	NA	NA
cg05392448	NA	1	NA
cg05392844	NA	1	NA
cg05393861	NA	1	NA
cg05394359	1	NA	NA
cg05395761	1	NA	NA
cg05397122	1	NA	NA
cg05397362	1	NA	NA
cg05397740	1	NA	NA
cg05398260	1	NA	NA
cg05398307	NA	1	NA
cg05398487	NA	1	NA
cg05398737	NA	1	NA
cg05401575	NA	1	NA
cg05402319	NA	1	NA
cg05402793	NA	1	NA
cg05403316	NA	1	NA
cg05403431	1	NA	NA
cg05403433	1	NA	NA
cg05403832	1	NA	NA
cg05404715	NA	1	NA
cg05405674	1	NA	NA
cg05406678	1	NA	NA
cg05407003	1	NA	NA
cg05407106	1	NA	NA
cg05407191	1	NA	NA
cg05407200	NA	1	NA
cg05408313	1	1	NA
cg05408674	1	NA	NA
cg05408886	1	NA	NA
cg05409340	1	NA	NA
cg05409391	1	NA	NA
cg05411032	1	NA	NA
cg05412139	1	NA	NA
cg05412210	NA	1	NA
cg05412414	NA	1	NA
cg05412957	NA	1	NA
cg05413285	NA	1	NA
cg05415606	NA	1	NA
cg05415729	1	NA	NA
cg05415980	NA	1	NA
cg05416337	NA	1	NA
cg05416693	1	NA	NA
cg05417162	NA	1	NA
cg05418246	1	NA	NA
cg05418395	NA	1	NA
cg05418495	1	NA	NA
cg05418652	1	NA	NA
cg05419622	NA	1	NA
cg05420166	1	NA	NA
cg05420234	1	NA	NA
cg05421464	NA	1	NA
cg05422394	1	NA	NA
cg05426700	1	NA	NA
cg05428299	1	NA	NA
cg05428452	1	NA	NA
cg05428888	1	NA	NA
cg05429374	1	NA	NA
cg05429769	1	NA	NA
cg05430359	1	NA	NA
cg05430705	1	NA	NA
cg05431670	NA	1	NA
cg05431942	NA	1	NA
cg05433102	1	1	NA
cg05435581	1	NA	NA
cg05436043	1	NA	NA
cg05437476	1	NA	NA
cg05439258	1	NA	NA
cg05441372	1	NA	NA
cg05441897	1	NA	NA
cg05443389	1	NA	NA
cg05444312	1	NA	NA
cg05444785	1	NA	NA
cg05445006	1	NA	NA
cg05445137	1	NA	NA
cg05449108	1	NA	NA
cg05450314	1	NA	NA
cg05450979	NA	1	NA
cg05451078	1	NA	NA
cg05451359	NA	1	NA
cg05451498	NA	1	NA
cg05452854	1	NA	NA
cg05453016	1	NA	NA
cg05454323	1	NA	NA
cg05455372	NA	1	NA
cg05456482	1	NA	NA
cg05457344	1	NA	NA
cg05457373	NA	1	NA
cg05460050	1	NA	NA
cg05460425	1	NA	NA
cg05462173	1	NA	NA
cg05463326	NA	1	NA
cg05463727	1	NA	NA
cg05464589	1	NA	NA
cg05467212	1	NA	NA
cg05467447	1	NA	NA
cg05467472	1	NA	NA
cg05467716	1	NA	NA
cg05467918	NA	1	NA
cg05468243	1	NA	NA
cg05468559	1	NA	NA
cg05469706	1	NA	NA
cg05469734	1	NA	NA
cg05471382	1	NA	NA
cg05471616	NA	1	NA
cg05472349	1	NA	NA
cg05472380	NA	1	NA
cg05472420	1	NA	NA
cg05472854	1	NA	NA
cg05473146	1	NA	NA
cg05474128	NA	1	NA
cg05475010	1	NA	NA
cg05475575	1	NA	NA
cg05476956	1	NA	NA
cg05477246	1	NA	NA
cg05477582	NA	1	NA
cg05478407	1	NA	NA
cg05478452	1	NA	NA
cg05479618	1	NA	NA
cg05481217	1	NA	NA
cg05481879	NA	1	NA
cg05483105	1	NA	NA
cg05483487	NA	1	NA
cg05483945	1	NA	NA
cg05484606	1	NA	NA
cg05484985	1	NA	NA
cg05485437	NA	1	NA
cg05486191	1	NA	NA
cg05486931	1	NA	NA
cg05487635	1	NA	NA
cg05487769	1	NA	NA
cg05488217	1	NA	NA
cg05489989	1	NA	NA
cg05490132	NA	1	NA
cg05490374	NA	1	NA
cg05490864	NA	1	NA
cg05491383	1	NA	NA
cg05491661	1	NA	NA
cg05492075	1	NA	NA
cg05492904	NA	1	NA
cg05492974	NA	1	NA
cg05493094	1	NA	NA
cg05493679	NA	1	NA
cg05494080	1	NA	NA
cg05495422	1	NA	NA
cg05496738	NA	1	NA
cg05496814	1	NA	NA
cg05496988	1	NA	NA
cg05497652	NA	1	NA
cg05498100	1	NA	NA
cg05499272	1	NA	NA
cg05500774	1	NA	NA
cg05501327	NA	1	NA
cg05504125	1	NA	NA
cg05505294	NA	1	NA
cg05505450	NA	1	NA
cg05505545	NA	1	NA
cg05505627	NA	1	NA
cg05506007	1	NA	NA
cg05506103	1	NA	NA
cg05506292	1	NA	NA
cg05506453	NA	1	NA
cg05506475	1	NA	NA
cg05506566	1	NA	NA
cg05507257	1	NA	NA
cg05507566	NA	1	NA
cg05508360	NA	1	NA
cg05508793	NA	1	NA
cg05509228	NA	1	NA
cg05509478	1	NA	NA
cg05509820	NA	1	NA
cg05509965	1	NA	NA
cg05512482	1	NA	NA
cg05513576	1	NA	NA
cg05514072	1	NA	NA
cg05514971	NA	1	NA
cg05515244	NA	1	NA
cg05515414	1	NA	NA
cg05516061	1	NA	NA
cg05516327	NA	1	NA
cg05516328	NA	1	NA
cg05516746	1	NA	NA
cg05517993	1	NA	NA
cg05519181	1	NA	NA
cg05519582	1	1	NA
cg05519737	1	NA	NA
cg05520109	1	NA	NA
cg05520155	1	NA	NA
cg05521175	NA	1	NA
cg05521981	1	NA	NA
cg05522042	NA	1	NA
cg05522848	1	NA	NA
cg05523500	1	NA	NA
cg05524154	1	NA	NA
cg05525305	1	NA	NA
cg05525601	1	NA	NA
cg05527113	NA	1	NA
cg05527416	NA	1	NA
cg05528918	NA	1	NA
cg05528975	1	NA	NA
cg05528999	1	NA	NA
cg05530055	1	NA	NA
cg05530133	NA	1	NA
cg05530348	1	NA	NA
cg05530403	NA	1	NA
cg05530484	1	NA	NA
cg05530592	1	NA	NA
cg05531016	NA	1	NA
cg05531409	NA	1	NA
cg05531502	1	NA	NA
cg05531804	1	NA	NA
cg05533326	1	NA	NA
cg05533705	1	NA	NA
cg05534403	NA	1	NA
cg05535877	1	NA	NA
cg05537316	NA	1	NA
cg05538118	NA	1	NA
cg05538724	NA	1	NA
cg05541329	1	NA	NA
cg05541356	NA	1	NA
cg05542967	NA	1	NA
cg05543443	1	NA	NA
cg05543492	NA	1	NA
cg05545832	1	NA	NA
cg05545882	1	NA	NA
cg05545910	1	NA	NA
cg05546741	1	NA	NA
cg05548956	1	NA	NA
cg05549897	1	NA	NA
cg05550202	1	NA	NA
cg05552796	1	NA	NA
cg05553515	1	1	NA
cg05553560	1	NA	NA
cg05554346	1	NA	NA
cg05554543	1	NA	NA
cg05554718	NA	1	NA
cg05554735	1	NA	NA
cg05555633	NA	1	NA
cg05555772	1	NA	NA
cg05555951	1	NA	NA
cg05556219	1	NA	NA
cg05557027	1	NA	NA
cg05557315	1	NA	NA
cg05558259	1	NA	NA
cg05558767	1	NA	NA
cg05559398	1	NA	NA
cg05563813	1	NA	NA
cg05564608	1	NA	NA
cg05564657	1	NA	NA
cg05565442	NA	1	NA
cg05565715	1	1	NA
cg05567911	1	NA	NA
cg05568311	1	NA	NA
cg05568557	1	NA	NA
cg05569447	NA	1	NA
cg05569814	1	NA	NA
cg05569923	1	NA	NA
cg05570109	NA	1	NA
cg05571558	NA	1	NA
cg05571581	1	NA	NA
cg05572164	1	NA	NA
cg05572504	1	NA	NA
cg05572584	1	1	NA
cg05573149	1	NA	NA
cg05575220	1	NA	NA
cg05575601	1	NA	NA
cg05577434	1	NA	NA
cg05577596	1	NA	NA
cg05579861	1	NA	NA
cg05580274	NA	1	NA
cg05580667	1	NA	NA
cg05580809	NA	1	NA
cg05581880	1	NA	NA
cg05582440	1	NA	NA
cg05583965	1	1	NA
cg05584235	1	NA	NA
cg05584737	NA	1	NA
cg05585176	1	NA	NA
cg05586304	1	NA	NA
cg05587171	1	NA	NA
cg05587394	NA	1	NA
cg05587870	1	NA	NA
cg05588334	1	NA	NA
cg05590025	1	NA	NA
cg05591196	1	NA	NA
cg05591348	1	NA	NA
cg05592278	1	NA	NA
cg05593615	1	NA	NA
cg05593726	NA	1	NA
cg05593887	NA	1	NA
cg05594230	1	NA	NA
cg05595248	NA	1	NA
cg05596328	1	NA	NA
cg05596867	1	NA	NA
cg05597504	1	NA	NA
cg05597748	1	NA	NA
cg05597945	1	NA	NA
cg05598488	1	NA	NA
cg05599106	NA	1	NA
cg05600804	1	NA	NA
cg05600935	1	NA	NA
cg05601623	NA	1	NA
cg05603252	1	NA	NA
cg05605445	1	NA	NA
cg05605996	NA	1	NA
cg05606074	1	NA	NA
cg05606115	NA	1	NA
cg05607401	NA	1	NA
cg05608543	NA	1	NA
cg05609039	NA	1	NA
cg05609091	1	NA	NA
cg05609408	1	NA	NA
cg05609414	1	NA	NA
cg05609837	1	NA	NA
cg05610198	1	NA	NA
cg05610699	1	NA	NA
cg05611648	NA	1	NA
cg05611837	1	NA	NA
cg05612066	NA	1	NA
cg05612744	1	NA	NA
cg05613829	NA	1	NA
cg05614028	NA	1	NA
cg05614072	NA	1	NA
cg05614333	1	1	NA
cg05614500	1	NA	NA
cg05615220	1	NA	NA
cg05615443	1	NA	NA
cg05615856	1	NA	NA
cg05616095	1	NA	NA
cg05617127	NA	1	NA
cg05618150	1	NA	NA
cg05619858	1	NA	NA
cg05620362	1	NA	NA
cg05620791	1	NA	NA
cg05621217	1	NA	NA
cg05621759	1	NA	NA
cg05622300	1	NA	NA
cg05622687	NA	1	NA
cg05624577	NA	1	NA
cg05626738	1	1	NA
cg05627301	1	NA	NA
cg05627663	1	NA	NA
cg05628638	1	NA	NA
cg05629015	1	NA	NA
cg05629669	NA	1	NA
cg05629982	1	NA	NA
cg05630517	1	NA	NA
cg05633070	1	NA	NA
cg05633660	NA	1	NA
cg05634255	1	NA	NA
cg05634734	NA	1	NA
cg05635504	NA	1	NA
cg05636891	1	NA	NA
cg05637065	1	NA	NA
cg05637360	1	NA	NA
cg05638056	1	NA	NA
cg05638493	1	NA	NA
cg05638648	1	NA	NA
cg05638776	1	NA	NA
cg05641048	NA	1	NA
cg05641180	1	NA	NA
cg05641348	NA	1	NA
cg05641882	1	NA	NA
cg05641884	1	NA	NA
cg05642024	1	NA	NA
cg05643373	NA	1	NA
cg05644151	1	NA	NA
cg05644735	1	NA	NA
cg05645557	1	NA	NA
cg05645997	1	NA	NA
cg05646174	NA	1	NA
cg05647431	NA	1	NA
cg05647929	1	NA	NA
cg05650055	NA	1	NA
cg05650810	1	NA	NA
cg05651080	1	NA	NA
cg05651143	1	NA	NA
cg05651292	1	NA	NA
cg05651393	1	NA	NA
cg05652455	1	NA	NA
cg05653481	1	1	NA
cg05653604	1	NA	NA
cg05654197	1	NA	NA
cg05655127	1	NA	NA
cg05655390	1	NA	NA
cg05656364	NA	1	NA
cg05657251	1	NA	NA
cg05657427	NA	1	NA
cg05658414	1	NA	NA
cg05659202	1	NA	NA
cg05659741	1	NA	NA
cg05660005	1	NA	NA
cg05660680	1	NA	NA
cg05661139	NA	1	NA
cg05661164	1	NA	NA
cg05661282	NA	1	NA
cg05661809	NA	1	NA
cg05662240	NA	1	NA
cg05662829	1	NA	NA
cg05663558	NA	1	NA
cg05664523	NA	1	NA
cg05664613	NA	1	NA
cg05665093	NA	1	NA
cg05665768	1	NA	NA
cg05666200	1	NA	NA
cg05666458	1	NA	NA
cg05666526	1	NA	NA
cg05667581	1	NA	NA
cg05668807	1	NA	NA
cg05669418	NA	1	NA
cg05669641	NA	1	NA
cg05669672	1	NA	NA
cg05669845	1	NA	NA
cg05669848	1	NA	NA
cg05670459	NA	1	NA
cg05671018	NA	1	NA
cg05672967	1	NA	NA
cg05673425	1	NA	NA
cg05674444	1	NA	NA
cg05674692	1	NA	NA
cg05674949	NA	1	NA
cg05676046	1	NA	NA
cg05676261	1	NA	NA
cg05676570	NA	1	NA
cg05677520	1	NA	NA
cg05677694	1	NA	NA
cg05678871	1	NA	NA
cg05678976	1	NA	NA
cg05680926	1	NA	NA
cg05681981	NA	1	NA
cg05682639	1	NA	NA
cg05683999	1	NA	NA
cg05684371	1	NA	NA
cg05684622	1	NA	NA
cg05684665	1	NA	NA
cg05686197	NA	1	NA
cg05686990	NA	1	NA
cg05687551	1	NA	NA
cg05689415	NA	1	NA
cg05690286	1	NA	NA
cg05690360	1	NA	NA
cg05691383	1	NA	NA
cg05692585	NA	1	NA
cg05692899	NA	1	NA
cg05693611	1	NA	NA
cg05693721	1	NA	NA
cg05693814	NA	1	NA
cg05694450	1	NA	NA
cg05694771	1	NA	NA
cg05695327	1	NA	NA
cg05695925	NA	1	NA
cg05695927	NA	1	NA
cg05696136	NA	1	NA
cg05696678	1	NA	NA
cg05697832	1	NA	NA
cg05699018	NA	1	NA
cg05699806	1	NA	NA
cg05700141	1	NA	NA
cg05700365	NA	1	NA
cg05701548	1	NA	NA
cg05701765	1	NA	NA
cg05702725	1	NA	NA
cg05702778	NA	1	NA
cg05703112	1	NA	NA
cg05704093	NA	1	NA
cg05704850	NA	1	NA
cg05704942	NA	1	NA
cg05706649	1	NA	NA
cg05708441	NA	1	NA
cg05709879	NA	1	NA
cg05710561	1	NA	NA
cg05710730	1	NA	NA
cg05711037	NA	1	NA
cg05711047	1	NA	NA
cg05711133	1	NA	NA
cg05712403	1	NA	NA
cg05712748	NA	1	NA
cg05712793	1	NA	NA
cg05714729	NA	1	NA
cg05716269	1	NA	NA
cg05717050	1	NA	NA
cg05718076	NA	1	NA
cg05718393	1	NA	NA
cg05718567	NA	1	NA
cg05719181	1	NA	NA
cg05720980	1	NA	NA
cg05721374	1	NA	NA
cg05723200	1	NA	NA
cg05725148	1	NA	NA
cg05727186	1	NA	NA
cg05728166	1	NA	NA
cg05728282	1	NA	NA
cg05729577	NA	1	NA
cg05729804	1	NA	NA
cg05730282	1	NA	NA
cg05731278	1	NA	NA
cg05732081	1	NA	NA
cg05732436	NA	1	NA
cg05733231	1	NA	NA
cg05734722	NA	1	NA
cg05735384	1	NA	NA
cg05736393	NA	1	NA
cg05737007	1	NA	NA
cg05738251	1	NA	NA
cg05738750	1	NA	NA
cg05739287	1	NA	NA
cg05739476	NA	1	NA
cg05740024	1	NA	NA
cg05740157	NA	1	NA
cg05740465	1	NA	NA
cg05740567	1	NA	NA
cg05740793	1	NA	NA
cg05741483	1	NA	NA
cg05742993	1	NA	NA
cg05743982	1	NA	NA
cg05745461	1	NA	NA
cg05748359	1	NA	NA
cg05748666	NA	1	NA
cg05750635	1	NA	NA
cg05750824	NA	1	NA
cg05751055	NA	1	NA
cg05751183	1	NA	NA
cg05751189	NA	1	NA
cg05752349	1	NA	NA
cg05752356	NA	1	NA
cg05754408	1	NA	NA
cg05756457	1	NA	NA
cg05759250	1	NA	NA
cg05759316	1	NA	NA
cg05760417	1	NA	NA
cg05760951	1	NA	NA
cg05761458	1	NA	NA
cg05761564	NA	1	NA
cg05762578	1	NA	NA
cg05762612	NA	1	NA
cg05764010	1	NA	NA
cg05764570	1	NA	NA
cg05765582	NA	1	NA
cg05766064	NA	1	NA
cg05766636	1	NA	NA
cg05768983	NA	1	NA
cg05769097	1	NA	NA
cg05769106	1	NA	NA
cg05769108	1	NA	NA
cg05771132	1	NA	NA
cg05771377	1	NA	NA
cg05773164	1	NA	NA
cg05773645	1	NA	NA
cg05774354	1	NA	NA
cg05775372	1	NA	NA
cg05775517	NA	1	NA
cg05775796	1	NA	NA
cg05777356	NA	1	NA
cg05777410	NA	1	NA
cg05777554	NA	1	NA
cg05777658	NA	1	NA
cg05777672	1	NA	NA
cg05778025	NA	1	NA
cg05778080	1	NA	NA
cg05778440	1	NA	NA
cg05779088	1	NA	NA
cg05779559	1	NA	NA
cg05779595	NA	1	NA
cg05779963	1	NA	NA
cg05780883	1	NA	NA
cg05781294	1	NA	NA
cg05781417	1	NA	NA
cg05782078	1	NA	NA
cg05782966	1	NA	NA
cg05783455	1	NA	NA
cg05783844	1	NA	NA
cg05784226	1	NA	NA
cg05785653	NA	1	NA
cg05786381	NA	1	NA
cg05787106	NA	1	NA
cg05787265	1	NA	NA
cg05789702	1	NA	NA
cg05789974	1	NA	NA
cg05791544	NA	1	NA
cg05792312	NA	1	NA
cg05793288	NA	1	NA
cg05793406	NA	1	NA
cg05794182	1	NA	NA
cg05795077	NA	1	NA
cg05795861	1	NA	NA
cg05796223	1	NA	NA
cg05797929	1	NA	NA
cg05799088	NA	1	NA
cg05800723	1	NA	NA
cg05801374	1	NA	NA
cg05801628	1	NA	NA
cg05801648	NA	1	NA
cg05803138	1	NA	NA
cg05803606	1	NA	NA
cg05803989	1	NA	NA
cg05804037	1	NA	NA
cg05804598	1	NA	NA
cg05806180	1	NA	NA
cg05807023	1	1	NA
cg05808783	1	NA	NA
cg05809586	NA	1	NA
cg05812143	NA	1	NA
cg05812492	1	NA	NA
cg05813328	1	NA	NA
cg05813498	NA	1	NA
cg05813532	1	NA	NA
cg05814351	1	NA	NA
cg05817295	1	NA	NA
cg05817765	1	NA	NA
cg05818129	1	NA	NA
cg05818501	NA	1	NA
cg05818532	1	NA	NA
cg05823038	1	NA	NA
cg05824180	NA	1	NA
cg05824755	1	NA	NA
cg05825085	1	NA	NA
cg05825127	1	NA	NA
cg05825459	1	1	NA
cg05825596	NA	1	NA
cg05825700	1	NA	NA
cg05826944	NA	1	NA
cg05829749	1	NA	NA
cg05831747	1	NA	NA
cg05831907	1	NA	NA
cg05832050	1	NA	NA
cg05833610	NA	1	NA
cg05833629	1	NA	NA
cg05834378	1	NA	NA
cg05834728	1	NA	NA
cg05835009	1	NA	NA
cg05835233	1	NA	NA
cg05835309	1	1	NA
cg05835414	NA	1	NA
cg05835416	1	NA	NA
cg05835547	1	NA	NA
cg05836256	1	NA	NA
cg05836286	1	NA	NA
cg05837142	1	NA	NA
cg05838959	1	NA	NA
cg05839492	NA	1	NA
cg05839741	1	NA	NA
cg05840127	1	NA	NA
cg05840289	1	NA	NA
cg05840533	NA	1	NA
cg05840741	NA	1	NA
cg05842036	1	NA	NA
cg05842120	1	NA	NA
cg05843312	1	NA	NA
cg05843788	NA	1	NA
cg05843944	NA	1	NA
cg05843966	1	NA	NA
cg05844402	1	NA	NA
cg05844583	NA	1	NA
cg05844871	1	NA	NA
cg05845689	1	NA	NA
cg05846244	1	NA	NA
cg05846642	1	NA	NA
cg05847233	NA	1	NA
cg05847664	1	NA	NA
cg05847790	NA	1	NA
cg05848279	1	NA	NA
cg05848463	1	NA	NA
cg05848894	NA	1	NA
cg05849499	1	NA	NA
cg05850457	NA	1	NA
